TADs	SDOCs	log2n_SDOCs	QNed_SDOCs	QNed_log2n_SDOCs	log2_mean_expression	TAD_length_kb	mod_Zscore_SDOC	Zscore_SDOC	group
"chr15	40070000	40210000"	692.544003329017	461.6960022193446	-0.0685099622404526	0.43240551514627	0.22032995488	140.0	-0.050197571450760696	-0.3526416775861902	2
"chr15	40210000	40320000"	1320.4035248916573	766.4705102585609	0.552597278310034	1.16685544528504	3.3394937379	110.0	0.4464420927838402	0.16589826701263716	3
"chr15	40320000	40490000"	3719.3255631310203	950.1628146131588	1.75311818399901	1.47447908511437	7.22047506846	170.0	2.344000057073338	2.1471326961881134	4
"chr15	40490000	40610000"	1554.6680889372992	803.7517421941483	0.719124139050268	1.2505076971608	0.210388864445	120.0	0.6317464012064135	0.3593739250059455	3
"chr15	40610000	40800000"	2044.184186595576	630.3650296061843	1.01667535295519	0.86807053744532	3.50788523045	190.0	1.0189558039934725	0.7636580704915571	3
"chr15	40800000	40890000"	7463.657842013195	1990.3087578701852	2.69952274784719	2.63654147554419	5.10272810905	90.0	5.305783484580527	5.239521655455421	4
"chr15	40890000	41110000"	1810.9029869992287	530.36541545541	0.88442540535916	0.619363810463732	3.78703189247	220.0	0.8344293412085709	0.5709945587340638	3
"chr15	41110000	41200000"	2326.956411599143	1203.0190129592897	1.15974357553637	1.8159562421662	3.26491169307	90.0	1.2426298872201162	0.9971954922423681	3
"chr15	41200000	41410000"	1462.065550314619	539.6529586841206	0.660254364051902	0.640983243238125	1.56640927553	210.0	0.5584973827406623	0.2828948503116475	3
"chr15	41410000	41520000"	638.2279714441199	505.7837008251316	-0.135139031503566	0.55064750882869	0.0	110.0	-0.09316179340081333	-0.397500489465517	2
"chr15	41520000	41710000"	1422.413922087886	525.0174189269636	0.624855934488016	0.60585847044917	5.46719795154	190.0	0.5271327690769747	0.2501471537365115	3
"chr15	41710000	41850000"	2065.9514997097504	762.5491477289445	1.02836172977619	1.15647842603855	1.13422093976	140.0	1.0361738451396951	0.7816353742492468	3
"chr15	41850000	41960000"	1556.8617443559913	804.885845593513	0.719923846580128	1.25621568758135	2.33771109213	110.0	0.6334815923648976	0.3611856327530008	3
"chr15	41960000	42470000"	1647.6308416955299	243.3750823322617	0.783011428339039	-0.282022700651878	2.62702310555	510.0	0.7052803506498571	0.43615049525693605	3
"chr15	42470000	42580000"	1218.5509030745036	707.3468942247642	0.473162624458857	1.03321246460873	4.54473265593	110.0	0.36587621751481586	0.08177968465385552	2
"chr15	42580000	42760000"	334.82595232054814	265.3432893481593	-0.625398143600181	-0.200536098502848	1.49569516262	180.0	-0.3331541352077974	-0.6480757547668224	1
"chr15	42760000	42980000"	1523.4122718396018	469.7746064849014	0.697372215004909	0.456317566042615	5.372499444	220.0	0.6070229113560969	0.3335602053606759	3
"chr15	42980000	43240000"	949.660766013818	406.99747114877914	0.228234864308495	0.262478598616018	2.46532151358	260.0	0.15318292737651934	-0.14029272483608846	2
"chr15	43240000	43470000"	706.339100997328	330.49075863776534	-0.0511406109543369	0.0121009417934964	3.77267747042	230.0	-0.03928558805514054	-0.3412485093136791	2
"chr15	43470000	43630000"	2212.1415313625957	765.2752358496496	1.10661008674874	1.16471770859405	4.25468221847	160.0	1.1518108080925158	0.9023715712977521	3
"chr15	43630000	43830000"	700.4789820995696	362.14238025414267	-0.0611835765958782	0.116028587621844	4.17232749166	200.0	-0.0439209680753625	-0.3460882953234912	2
"chr15	43830000	44030000"	459.28598802681233	306.1906586845416	-0.398304376582653	-0.0721821620099856	3.20226098356	200.0	-0.23470569535624272	-0.5452860417761347	2
"chr15	44030000	44160000"	3985.1507583086072	1018.0722275854404	1.83213344895626	1.57015966020481	6.1317083688	130.0	2.554268964598256	2.3666738152545164	4
"chr15	44160000	44620000"	1194.4378062142864	271.69864801437643	0.456990275420291	-0.179855506814368	3.51159454154	460.0	0.34680265102894087	0.06186503260098271	2
"chr15	44620000	44840000"	862.6012924381143	369.6862681877633	0.144250378834019	0.148985203056168	6.00596132585	220.0	0.08431849792983633	-0.2121938636328576	2
"chr15	44840000	45100000"	3633.5788990820192	646.9593853772813	1.7165678554405	0.903923320775648	11.9822213231	260.0	2.2761740657806593	2.0763157874712688	4
"chr15	45100000	45240000"	731.9041648927553	487.93610992850347	-0.014688947156417	0.502089675928442	0.0	140.0	-0.019063509209284617	-0.3201346990412682	2
"chr15	45240000	45440000"	406.52834891183227	271.0188992745549	-0.482950688092003	-0.182827840002662	2.8242586966	200.0	-0.2764372217184815	-0.5888577999868881	2
"chr15	45440000	45580000"	2682.6473164011477	827.2478899479516	1.30127047083062	1.2928113842215	1.44493204894	140.0	1.5239829693435112	1.2909553791853856	3
"chr15	45580000	45720000"	1045.249577027724	540.3861921022632	0.323733865119061	0.643010004635353	5.27817064963	140.0	0.22879410053891383	-0.06134733169455373	2
"chr15	45720000	46110000"	567.9477330728837	158.49354693854477	-0.22567315118784	-0.654615865390132	4.07141945649	390.0	-0.14875377343505444	-0.4555439046879417	2
"chr15	46110000	47460000"	178.6409697109243	55.087511633795344	-1.02959505155904	-1.29632480878247	0.0	1350.0	-0.4566971486651346	-0.7770666348095377	1
"chr15	47460000	48190000"	144.38973986030982	67.55887448190964	-1.13954346941811	-1.18247525600504	0.469885976274	730.0	-0.48379002327870246	-0.8053542217923328	1
"chr15	48190000	48300000"	1088.375888244215	562.6821715600752	0.360678732043277	0.706363385250483	0.0	110.0	0.2629072038473235	-0.02572994554216423	2
"chr15	48300000	48390000"	302.8874913242958	302.8874913242958	-0.685062395859382	-0.0863324986646574	0.0	90.0	-0.35841759940735424	-0.6744532599679062	1
"chr15	48390000	48620000"	616.1846941953302	264.0791546551415	-0.164971393888608	-0.204847238748551	3.51459571476	230.0	-0.1105981234005917	-0.41570570794323614	2
"chr15	48620000	48940000"	1604.8323965585575	352.44666480219723	0.757779949125324	0.0860175437277906	6.19505225661	320.0	0.6714265908634519	0.4008038888775225	3
"chr15	48940000	49120000"	940.6095693775809	403.1183868761061	0.223682921627297	0.254014691778578	2.70043971814	180.0	0.146023390722278	-0.14776797501725378	2
"chr15	49120000	49450000"	887.2877724886033	273.6129095614804	0.169320061573181	-0.172344063469316	5.57591736112	330.0	0.10384561306045528	-0.19180566283618705	2
"chr15	49450000	49950000"	286.2613566559495	113.42837892631114	-0.718107108432527	-0.872424926258017	3.50080205306	500.0	-0.37156894561718146	-0.6881845400611982	1
"chr15	49950000	50140000"	114.72256601535908	114.72256601535908	-1.25729955488761	-0.865975395713413	0.0	190.0	-0.5072568892752164	-0.8298559043401696	1
"chr15	50140000	50440000"	373.45053219101897	174.73469828191483	-0.549954933723099	-0.577490685427266	0.0	300.0	-0.3026019213458	-0.6161762823237837	1
"chr15	50440000	50620000"	801.4159893421435	374.9765203825551	0.0761952170325033	0.161832524069816	0.391401135012	180.0	0.03592065200715789	-0.2627259055754307	2
"chr15	50620000	50770000"	1640.724904666791	650.1218619740395	0.776776442058722	0.90865867075083	5.31397137106	150.0	0.699817723852955	0.4304469834341437	3
"chr15	50770000	50970000"	722.3118599471296	373.4298143578963	-0.0295658481953535	0.160405930108601	0.238786859587	200.0	-0.026651064934448746	-0.32805684261679335	2
"chr15	50970000	51060000"	2503.281264739461	1171.2664966434852	1.23156015940742	1.78214905093879	5.48002271341	90.0	1.3821036275273042	1.1428195951487299	3
"chr15	51060000	51210000"	2103.5431778329885	648.6695603398268	1.05297853902274	0.905901627593948	2.51727569321	150.0	1.0659090291418023	0.8126817883306745	3
"chr15	51210000	51710000"	898.8182936167143	204.45410712530506	0.18117998397986	-0.427887650390395	0.30256277002	500.0	0.11296630637615535	-0.18228277502191065	2
"chr15	51710000	51920000"	1306.764673479001	402.9669916671142	0.538815366118491	0.252911816049826	4.49537538094	210.0	0.4356537008689277	0.15463414022467561	3
"chr15	51920000	52110000"	1590.2321407249194	586.9596472963316	0.751097061359255	0.765991790221015	4.29474326556	190.0	0.6598777237905904	0.3887457523181519	3
"chr15	52110000	52250000"	1083.475465581964	560.1486897961545	0.357942278245195	0.696148195368693	6.00971666773	140.0	0.25903094780276953	-0.029777132545827367	2
"chr15	52250000	52530000"	3722.881063039617	586.8649794208746	1.75360592075603	0.765564184714763	2.91424559014	280.0	2.3468124732590425	2.1500691312700186	4
"chr15	52530000	52630000"	1882.756796326454	880.9277598674128	0.928502803277971	1.37242778595424	0.93734439215	100.0	0.8912660228430785	0.6303375630657052	3
"chr15	52630000	52860000"	2207.2685804296493	563.8830189478487	1.10604506191217	0.711094007094335	4.88679398998	230.0	1.1479562823075966	0.8983470727912806	3
"chr15	52860000	53060000"	1497.91502674065	461.91202161262316	0.681969293108642	0.433507419661236	6.27998194308	200.0	0.5868544774788266	0.3125024056348274	3
"chr15	53060000	54240000"	41.38434920944893	27.589566139632616	-1.66875940691111	-1.63691710441997	0.0	1180.0	-0.5652677438042701	-0.8904248589764966	0
"chr15	54240000	54370000"	187.13194088317942	187.13194088317942	-1.00812769532655	-0.513683155324319	6.19505225661	130.0	-0.44998075283582684	-0.770054066599545	1
"chr15	54370000	54570000"	116.5724215502032	116.5724215502032	-1.24733962798868	-0.857447803007633	0.0	200.0	-0.5057936453485798	-0.828328135860739	1
"chr15	54570000	54770000"	367.2814000025191	244.85426666834604	-0.558651069444708	-0.276694212439119	0.0	200.0	-0.3074817322485479	-0.6212712778655983	1
"chr15	54770000	54920000"	1602.083364148603	591.333970857434	0.755729760129767	0.772626667991241	0.0	150.0	0.6692520940434437	0.39853350344160465	3
"chr15	54920000	55470000"	295.0655355639176	116.91695228100352	-0.705231424497887	-0.856525028758097	0.0	550.0	-0.3646048010807855	-0.6809132981887908	1
"chr15	55470000	55610000"	2199.1156548342055	811.7004530778186	1.10357601484519	1.26986686397087	7.18179828052	140.0	1.1415072820277674	0.8916136914513625	3
"chr15	55610000	55750000"	1273.802845818626	545.9155053508398	0.517488862507129	0.663893406244275	5.3970756137	140.0	0.40958074910248043	0.12741145154688413	3
"chr15	55750000	55930000"	251.91283117275236	199.63619542965603	-0.806921565490089	-0.452614519502354	0.039138393907	180.0	-0.39873878150733727	-0.7165524820759653	1
"chr15	55930000	56150000"	1082.6616440940193	399.61379253031834	0.356402709549398	0.240712313920752	0.0	220.0	0.2583872113989417	-0.03044925574342089	2
"chr15	56150000	56380000"	339.09490779969184	196.83849831333606	-0.618920741447659	-0.464175193536552	1.18269229752	230.0	-0.329777372503749	-0.6445500872223682	1
"chr15	56380000	56540000"	724.316599659216	420.45276558550387	-0.0264261308954724	0.315321112815214	3.39403389537	160.0	-0.025065306937165587	-0.32640115757334115	2
"chr15	56540000	56760000"	819.1791649442608	351.07678497611175	0.0924959258490948	0.0813222059956465	0.480265122054	220.0	0.04997140263497278	-0.24805556009799534	2
"chr15	56760000	56910000"	837.9688321101929	433.22360155559016	0.116521006030342	0.35981196745461	0.0	150.0	0.06483411263918415	-0.23253745033515602	2
"chr15	56910000	57180000"	392.67491631380295	203.00998672899976	-0.510147550256014	-0.433157576598269	0.0	270.0	-0.28739534830204966	-0.6002991462198911	1
"chr15	57180000	57440000"	922.4044436788892	365.4941134323998	0.20616330956996	0.134241183704036	4.65592421308	260.0	0.1316230556093463	-0.16280332057945768	2
"chr15	57440000	57620000"	865.5748467878143	404.9959677565045	0.146874419003089	0.259411476135227	0.0	180.0	0.08667059259926627	-0.20973804882906605	2
"chr15	57620000	57840000"	759.0684030616624	355.16240291892717	0.0203495376313703	0.0925165266218726	0.257010618206	220.0	0.002423523574447403	-0.29770015425628615	2
"chr15	57840000	58020000"	598.5195671501605	309.4301274062045	-0.180514514283817	-0.061757440418891	4.11547721742	180.0	-0.12457131718530898	-0.43029507655953997	2
"chr15	58020000	58170000"	661.7127455478967	384.11235365817845	-0.10544384816445	0.187859415973955	0.0	150.0	-0.07458523300001434	-0.3781047599361156	2
"chr15	58170000	58510000"	116.52746663286445	92.34583245856297	-1.2481980843367	-1.00097305652678	1.77399632511	340.0	-0.5058292048874353	-0.8283652634657934	1
"chr15	58510000	58890000"	1923.099091411507	351.6969167374807	0.948237939392671	0.0825294541207712	0.204766750655	380.0	0.9231769570527385	0.6636556712411276	3
"chr15	58890000	59070000"	1070.9734179637248	458.9886076987392	0.344592018962346	0.427317666014423	4.49617470228	180.0	0.2491417727275647	-0.04010238979955029	2
"chr15	59070000	59240000"	594.8500993020921	345.2997894540162	-0.186074757053841	0.0616092851349173	4.92540608314	170.0	-0.1274738825162427	-0.4333256360864687	2
"chr15	59240000	59440000"	1100.8027032340865	471.77258710032277	0.371330466714146	0.463075917325945	5.39882918244	200.0	0.2727368695800579	-0.015466821809724456	2
"chr15	59440000	59510000"	1340.8537851777542	1062.6014842283805	0.566806264928037	1.64327582015453	0.0	70.0	0.46261833930586427	0.18278783621020533	3
"chr15	59510000	59810000"	3168.8113879735506	523.297122887016	1.51709080309922	0.601174744057713	3.41345868801	300.0	1.908540904640437	1.6924711356266824	4
"chr15	59810000	59990000"	1848.968305233189	541.51373674293	0.906171952583203	0.650162356646117	5.69798690227	180.0	0.8645391766374362	0.6024321452168632	3
"chr15	59990000	60200000"	199.4746778006518	158.07994207873398	-0.96290591641223	-0.656468677796585	0.0	210.0	-0.4402175932309949	-0.7598603817105193	1
"chr15	60200000	60630000"	511.6280666806798	166.7424939424273	-0.315368225729648	-0.613851113488044	0.0	430.0	-0.1933028791605114	-0.5020574888383482	2
"chr15	60630000	60800000"	1722.3821355590635	595.8463219129056	0.831377285839909	0.787446176480268	6.08033788167	170.0	0.76440895539426	0.4978864894522877	3
"chr15	60800000	60870000"	6285.750492704788	2320.090128796457	2.50593655817086	2.79058579753076	0.0	70.0	4.374053550782538	4.2667052997636725	4
"chr15	60870000	61230000"	1791.6911263991926	357.16680988761516	0.87223551967996	0.10203202429195	0.0	360.0	0.8192326743268183	0.5551277656234186	3
"chr15	61230000	62130000"	262.7867655089982	81.03554870761054	-0.774546391162292	-1.07025500604214	5.47961860847	900.0	-0.39013745125400057	-0.7075718596363236	1
"chr15	62130000	62380000"	401.3246974987456	267.54979833249706	-0.494317005698267	-0.192740778142888	3.86418614465	250.0	-0.2805533330488588	-0.593155419156122	2
"chr15	62380000	63050000"	409.2754280893638	109.14011415716368	-0.476094625630273	-0.898812536181648	0.191141487352	670.0	-0.2742642699139766	-0.5865890276969011	2
"chr15	63050000	63410000"	404.8694746833748	173.51548915001777	-0.486159383016711	-0.583265943829922	3.12184429788	360.0	-0.27774939858533554	-0.5902278398142365	2
"chr15	63410000	63580000"	1928.921715241994	667.2972771584244	0.955953241288225	0.942677107713408	6.25202672115	170.0	0.9277826783085702	0.6684644906263398	3
"chr15	63580000	63740000"	1202.430645854972	562.6082653456433	0.461692589996152	0.706097916969686	0.0143552929771	160.0	0.35312502260905404	0.06846620130533422	2
"chr15	63740000	63890000"	4444.041277884631	1135.3033492710067	1.98729894038031	1.73834699098933	4.33270793364	150.0	2.91725339938944	2.745664746228458	4
"chr15	63890000	64040000"	1753.0632620751821	751.3128266036495	0.85023877786817	1.13403719914497	0.182692297516	150.0	0.7886778624475144	0.5232255805985075	3
"chr15	64040000	64200000"	3085.4764215214186	861.0442010152755	1.48023181218585	1.33888171943006	4.60733031375	160.0	1.8426225768355453	1.6236460124849885	3
"chr15	64200000	64370000"	2350.0111185357537	724.6728734252397	1.16423107365381	1.07873898612727	1.83187724119	170.0	1.2608662625856255	1.0162360356236309	3
"chr15	64370000	64460000"	4682.884780077026	1620.0119674633834	2.06167213277917	2.29927420612562	6.94400920735	90.0	3.106179668179986	2.942922081892321	4
"chr15	64460000	64680000"	1536.1235346919375	531.4114326046176	0.705266402948135	0.622721397815451	6.5910111262	220.0	0.6170775766087158	0.3440582503992008	3
"chr15	64680000	64980000"	3005.9062075533043	565.1632370796166	1.45216381492363	0.714127392671174	6.60172127421	300.0	1.7796821849309257	1.5579301430496528	3
"chr15	64980000	65110000"	3031.428744727391	1048.702044915591	1.46139308013912	1.62602333526985	4.02281165092	130.0	1.7998706249517225	1.5790088311283714	3
"chr15	65110000	65230000"	5407.237165767462	1326.339614485989	2.27019250207331	1.99086330294263	3.95303237725	120.0	3.6791456155968385	3.5411540638030607	4
"chr15	65230000	65300000"	690.2870571602207	690.2870571602207	-0.0712923848545342	0.99544948751723	6.00652244562	70.0	-0.05198282587308249	-0.3545056562329063	2
"chr15	65300000	65590000"	1047.2057636507134	362.27367299924947	0.325774599323007	0.117395427583474	3.56392077515	290.0	0.23034145282753363	-0.05973174593329088	2
"chr15	65590000	65720000"	1944.1288286303068	833.1980694129886	0.960432547620237	1.2981528380712	1.78868571061	130.0	0.9398115723967769	0.6810238219147434	3
"chr15	65720000	65910000"	1012.3789648379875	433.8766992162804	0.28707256347512	0.361075344633487	4.94057788348	190.0	0.2027933006140093	-0.0884946868566988	2
"chr15	65910000	66180000"	2244.625138804456	550.583440303919	1.12194019461721	0.678420234297022	7.44726923507	270.0	1.1775054855466422	0.9291993049305085	3
"chr15	66180000	66400000"	1455.7364485411892	448.9054144439561	0.655388946230497	0.397737201630603	0.0	220.0	0.5534910351872483	0.27766773824239593	3
"chr15	66400000	66590000"	1349.7922965245334	466.95141491900216	0.571492433994389	0.450545460213471	3.76977173925	190.0	0.4696887413967223	0.19017002126812912	3
"chr15	66590000	67200000"	885.8113479135668	149.8820473296685	0.167418924152463	-0.689908195457169	8.72866457758	610.0	0.10267775467807558	-0.193025020178158	2
"chr15	67200000	67350000"	1059.5691248754988	495.7644329965833	0.335485239685081	0.520640362932173	0.0	150.0	0.24012092635085733	-0.0495210277321878	2
"chr15	67350000	67600000"	2657.7791850193134	499.7092337325378	1.28841897665838	0.53089462759526	3.79311555527	250.0	1.504312167204718	1.2704171552257986	3
"chr15	67600000	67740000"	537.859581343288	358.57305422885867	-0.273550405383059	0.107814934942434	0.0	140.0	-0.17255363480410002	-0.48039326667916393	2
"chr15	67740000	68140000"	894.0527010213573	261.8443039855815	0.176137920834171	-0.216209336913139	1.94485844581	400.0	0.10919670151208245	-0.18621860785634267	2
"chr15	68140000	68340000"	3412.356884752519	776.208478420749	1.62846621993815	1.1848835647179	0.0	200.0	2.1011864719882416	1.8936117794648926	4
"chr15	68340000	68510000"	1205.2634418527507	563.9337093102348	0.463199639600398	0.711292576030897	5.37842492023	170.0	0.35536577679827214	0.07080576585648103	2
"chr15	68510000	68600000"	3723.2277117965723	1374.254971053358	1.75434821503865	2.03883042128277	4.41210404468	90.0	2.3470866739621443	2.150355423380043	4
"chr15	68600000	68840000"	482.2041210766575	249.29591413527274	-0.359419429767946	-0.264048173995134	0.333423733725	240.0	-0.21657735054046146	-0.5263582927592878	2
"chr15	68840000	69010000"	428.4455848624956	285.6303899083304	-0.451341780622469	-0.134870722296402	0.48542682717	170.0	-0.2591005909441372	-0.5707566771635361	2
"chr15	69010000	69190000"	668.0412951353719	387.78596292994	-0.101055552564526	0.204053287463552	6.18219568981	180.0	-0.06957932222813773	-0.37287810390912257	2
"chr15	69190000	69330000"	323.5029983878696	256.370060657815	-0.650325327749328	-0.234730172679236	0.0	140.0	-0.3421106419519709	-0.6574272158871909	1
"chr15	69330000	69570000"	586.036465911624	302.97645768734	-0.19814373533115	-0.0856126465389891	3.32048467802	240.0	-0.1344455055901985	-0.4406046862769208	2
"chr15	69570000	69770000"	433.98785002983186	224.36846361914243	-0.441821105619086	-0.347740868895296	7.41066334108	200.0	-0.2547166346334095	-0.5661794018748378	2
"chr15	69770000	70250000"	995.2348337361368	211.34198502534105	0.269263131349976	-0.393446469158902	0.0	480.0	0.18923221692951567	-0.10265377258597647	2
"chr15	70250000	70400000"	2222.5871150046455	650.936768616519	1.11239759749974	0.911968594162987	2.59096124134	150.0	1.1600733110482897	0.9109984251990361	3
"chr15	70400000	70650000"	1257.3253518774218	368.2372205460239	0.50718694654023	0.144867466834296	0.0	250.0	0.39654697836659947	0.11380293164400142	3
"chr15	70650000	70820000"	1063.8770941782295	421.5513249121709	0.3401953014102	0.318430502643147	0.0	170.0	0.24352854916227262	-0.045963139244629726	2
"chr15	70820000	71420000"	565.7273561464676	120.13440283464958	-0.230274367713003	-0.842961932455207	1.30061186365	600.0	-0.15051010142457832	-0.45737768133521906	2
"chr15	71420000	71740000"	258.235258906981	149.90092568665779	-0.788666776494998	-0.689464764094953	0.0	320.0	-0.3937377131485108	-0.7113308819975314	1
"chr15	71740000	72020000"	403.4765750733458	208.59436329680065	-0.488246084904474	-0.406958664035581	0.0	280.0	-0.27885118835021094	-0.5913782151160533	2
"chr15	72020000	72110000"	1751.4629177125253	905.4931927381083	0.848264213780904	1.40948841864946	0.0	90.0	0.7874119829639135	0.5219038797264944	3
"chr15	72110000	72470000"	1243.8243328974245	331.6864887726465	0.49484689970036	0.0150761039620185	3.220716892	360.0	0.3858676125167947	0.10265263863499899	2
"chr15	72470000	72600000"	2108.679320758096	778.3201198593687	1.05654549754092	1.18724014917148	9.16395570789	130.0	1.06997174095899	0.816923653232569	3
"chr15	72600000	72760000"	706.3628989786517	410.0309650811538	-0.0503422911967519	0.274555997639033	4.99450429904	160.0	-0.03926676374644065	-0.3412288549109133	2
"chr15	72760000	72980000"	1053.1345478986862	343.22253294824714	0.330548379058248	0.0522910886592194	3.59768014372	220.0	0.23503114744410053	-0.0548352502206341	2
"chr15	72980000	73100000"	1313.617262874849	679.13027296629	0.544797050338967	0.973545110374559	6.78587744886	120.0	0.441074129451776	0.1602935930220751	3
"chr15	73100000	73390000"	238.3117773662685	158.874518244179	-0.849290221713325	-0.652274538120557	1.22650852981	290.0	-0.40949727534824804	-0.7277853923768983	1
"chr15	73390000	73590000"	384.8747194046702	223.4128559993985	-0.530114320242646	-0.351900974455344	0.0	200.0	-0.2935653386277104	-0.6067412141255508	1
"chr15	73590000	73830000"	175.99484315096703	139.47261335729218	-1.03760903821333	-0.740660456070004	0.0	240.0	-0.4587902465017154	-0.7792520318174333	1
"chr15	73830000	74020000"	1083.7758831104127	429.43603347898977	0.358242402277268	0.343867438311453	4.22052343641	190.0	0.2592685793992254	-0.02952902212748002	2
"chr15	74020000	74240000"	377.96722032859986	219.40317695686443	-0.544355228970043	-0.363328623975942	0.0	220.0	-0.29902920101097463	-0.6124460160202604	1
"chr15	74240000	74640000"	1228.6704714984296	313.8840560244604	0.482692640120106	-0.0480565991252003	1.20084957464	400.0	0.3738808409881516	0.09013728738136804	2
"chr15	74640000	74910000"	4208.872297065552	695.0526535003896	1.91896995836472	1.00130395862628	5.41862849297	270.0	2.7312336932906947	2.5514421437237	4
"chr15	74910000	75050000"	1410.6002924167406	729.2697718807144	0.618505767966752	1.08849398461899	3.41503749928	140.0	0.517788135648995	0.24039045074036894	3
"chr15	75050000	75300000"	2440.2608541081604	535.9200132812126	1.20156494517939	0.630894488530632	5.67895922777	250.0	1.3322542034109681	1.0907719648826182	3
"chr15	75300000	75510000"	5582.069439650278	993.8884813322256	2.30448264398929	1.53017450879603	4.04001567885	210.0	3.8174387190962182	3.685545467452798	4
"chr15	75510000	75630000"	475.8010048495002	377.0633752459514	-0.369516012882339	0.165325593842889	3.4761656344	120.0	-0.22164224385480652	-0.5316465322773034	2
"chr15	75630000	75760000"	3693.0706907263957	1030.601653608315	1.74388568848877	1.58543578105181	3.74020801165	130.0	2.32323233663947	2.125449183213332	4
"chr15	75760000	75970000"	1045.8392449155917	448.2168192495393	0.324552519339822	0.39561978282478	4.03966482888	210.0	0.22926053045163017	-0.06086033365851906	2
"chr15	75970000	76120000"	820.4626523261776	476.2638208104884	0.0952724986164057	0.473353634084877	0.0738202332917	150.0	0.05098664684249555	-0.24699554674619337	2
"chr15	76120000	76230000"	935.0102765532037	623.3401843688024	0.218056488000502	0.849109044419666	5.26011977444	110.0	0.14159432528208382	-0.15239234860916645	2
"chr15	76230000	76330000"	329.67716912580596	329.67716912580596	-0.63931435936433	0.00967935287226971	0.0	100.0	-0.33722684553428783	-0.6523280590815013	1
"chr15	76330000	76470000"	1090.1662858365694	563.6077936875986	0.361630882102561	0.710484127707777	1.88752527074	140.0	0.26432341627793265	-0.02425128250295655	2
"chr15	76470000	76640000"	1488.5203391297784	549.4175038184973	0.674776017411097	0.676482762861163	7.04083764927	170.0	0.5794232379412945	0.3047434713096136	3
"chr15	76640000	76840000"	257.8640634446842	204.35243542170275	-0.794012032332508	-0.428589183685388	0.0	200.0	-0.3940313304043289	-0.7116374468704757	1
"chr15	76840000	77170000"	510.42185185010004	238.82254968618926	-0.317526499354589	-0.301090138135286	0.0	330.0	-0.194257000437454	-0.503053683926489	2
"chr15	77170000	77390000"	1746.0397655620804	446.0545413175287	0.84576494730009	0.38895080834198	4.05202456048	220.0	0.7831222455774568	0.5174249781265892	3
"chr15	77390000	77490000"	2773.4194695916653	1023.6777838826845	1.33888914843948	1.57356568008012	0.0	100.0	1.5957841448201384	1.3659227654717006	3
"chr15	77490000	77850000"	999.4047489166512	292.69912230119655	0.274615281598552	-0.116174993152402	5.60577580497	360.0	0.19253063831840087	-0.09920990096752237	2
"chr15	77850000	78210000"	632.5526229767904	233.47714775125485	-0.139281761536666	-0.318941470301922	1.39506279952	360.0	-0.09765101919166196	-0.4021876762943537	2
"chr15	78210000	78400000"	2933.8033417830598	749.4882589421454	1.4176806436587	1.12954699185106	4.58451158806	190.0	1.7226484985461694	1.4983814466647256	3
"chr15	78400000	78580000"	1277.6181526420953	547.5506368466123	0.521012476575709	0.671253523501178	5.70966973455	180.0	0.41259867370931574	0.13056245733866595	3
"chr15	78580000	78720000"	908.9627080979219	527.6365122843663	0.193378128962726	0.611466408524097	5.70071713282	140.0	0.12099058319091881	-0.17390465230111327	2
"chr15	78720000	78880000"	1668.3730799155937	615.8017118805966	0.793438453431116	0.833156246868387	6.36134727802	160.0	0.7216875530116976	0.4532812047358948	3
"chr15	78880000	79040000"	629.4712756222165	419.64751708147764	-0.145516049493258	0.311344055040746	0.0285691521968	160.0	-0.10008837860568671	-0.40473251575550234	2
"chr15	79040000	79160000"	2506.824101963294	925.2766014725165	1.23275029391226	1.44117728106552	7.314469954	120.0	1.3849060274732397	1.1457455723055257	3
"chr15	79160000	79330000"	2640.6860968627443	736.9194055562301	1.28334834083239	1.10711026496376	9.76249831342	170.0	1.4907914587161646	1.2563002251143136	3
"chr15	79330000	79600000"	248.06861425672815	165.3790761711521	-0.817730225415787	-0.623558430584686	0.33913738492	270.0	-0.40177957412551335	-0.7197273642879926	1
"chr15	79600000	79900000"	381.07422947319935	197.01251863588584	-0.537690551694807	-0.462924634799367	4.90122894538	300.0	-0.29657154300730637	-0.6098799828641511	1
"chr15	79900000	80150000"	609.9368677980987	261.4015147706137	-0.171891034153759	-0.218928290837891	0.0	250.0	-0.1155401817712197	-0.42086569587464523	2
"chr15	80150000	80300000"	2468.660465237599	854.0162069122812	1.21136753694243	1.32478225068842	6.00388328299	150.0	1.3547184216816637	1.1142267860264243	3
"chr15	80300000	80490000"	1690.065300915517	521.1653971466546	0.809267410914829	0.594953518922289	6.19844504145	190.0	0.7388461959627384	0.4711964910208436	3
"chr15	80490000	80720000"	382.14603214291105	197.56663257776134	-0.536242910454773	-0.460935398810549	0.0250287944915	230.0	-0.2957237423453262	-0.608994796802801	1
"chr15	80720000	81070000"	602.6944160486152	222.45639036706973	-0.177703573548558	-0.355895019056667	3.1497471195	350.0	-0.12126899320366674	-0.4268471302560018	2
"chr15	81070000	81260000"	225.90790975527293	179.02778278920334	-0.876750084139226	-0.552120533975037	0.0840642647885	190.0	-0.4193087896025886	-0.7380295642066237	1
"chr15	81260000	81410000"	1272.780173916423	545.4772173927528	0.51565484180161	0.660619659344068	2.92663204082	150.0	0.4087718110953476	0.12656684186382747	3
"chr15	81410000	81550000"	203.19424907536546	203.19424907536546	-0.953383871608058	-0.432281404181995	7.09159406083	140.0	-0.43727539586752595	-0.7567884425004217	1
