chr	start	end	SDOA	TAD_length	Alu	GM12878_CTCF	GM12878_RNAseq	GM12878_H3K27me3	GM12878_DHS	GM12878_H3K4me3	GM12878_MRE
chr10	89540000	89710000	1.136213641	18	0.344649693	0.435959477	1.689670479	0.14865167	0.342508808	2.4762551	0.453894069
chr10	89710000	89880000	1.201462317	18	0.295414022	0.437339096	0.684128606	0.250084574	0.437351918	0.24083616	0.07684599
chr10	89880000	90030000	1.005455446	16	0.122760938	0.364311285	0.044566938	0.302588732	0.401278274	0.129008916	0.05229597
chr10	90030000	90170000	1.123876377	15	0.119572342	0.314947217	0.068880039	0.174134813	0.315288269	0.176368696	0.045566389
chr10	90170000	90320000	0.88198108	16	0.094860725	0.345548472	0.087212098	0.221986494	0.272231058	0.094938312	0.052092484
chr10	90320000	90580000	1.026986161	27	0.157743513	0.540332931	0.017422709	0.42346668	0.274994303	0.162328612	0.156840952
chr10	90580000	90690000	1.206421785	12	0.136964683	0.411502602	0.633812239	0.242347268	0.409572068	1.113993905	0.179530382
chr10	90690000	90790000	1.257794949	11	0.142291087	0.823218418	1.184638628	0.200184249	0.449128234	1.617013834	0.353150413
chr10	90790000	90990000	1.04466121	21	0.167401279	0.374083583	0.163934494	0.513343767	0.308683363	0.132932778	0.166502636
chr10	90990000	91190000	1.177617183	21	0.276212111	0.487833137	0.693796035	0.283429184	0.482658548	1.118300583	0.265091732
chr10	91190000	91340000	0.781927851	16	0.345962644	0.281442194	0.016289353	0.611784206	0.289649403	0.084602286	0.247439298
chr10	91340000	91540000	1.081661662	21	0.313877399	0.263852057	0.89132732	0.174913465	0.335303137	0.844395896	0.181611492
chr10	91540000	91710000	1.010408038	18	0.123089176	0.353182361	0.033711855	0.437793742	0.294441304	0.129706992	0.184394465
chr10	91710000	91930000	1.117315385	23	0.148378407	0.298499297	0.093561868	0.176129706	0.260053134	0.150081185	0.10474918
chr10	91930000	92640000	0.875853159	72	0.116709343	0.305886704	0.028043646	0.383144445	0.264912438	0.179950373	0.155237092
chr10	92640000	92780000	1.166394851	15	0.251101919	0.443941556	0.208748191	0.268988736	0.385205072	0.325666849	0.073909118
chr10	92780000	93040000	1.0320621	27	0.177059045	0.33195746	0.401883824	0.313693139	0.415491604	0.471305114	0.159071475
chr10	93040000	93160000	0.962826803	13	0.160426226	0.486660461	0.268248125	0.455865121	0.303369505	0.089483187	0.163552086
chr10	93160000	93690000	0.887824872	54	0.320589242	0.29958548	0.187684117	0.396965403	0.324075521	0.469346586	0.282481169
chr10	93690000	93830000	1.049128408	15	0.556011392	0.26133918	1.33166442	0.117505606	0.281452323	0.120997129	0.045348368
chr10	93830000	94080000	1.092682295	26	0.88722678	0.352740883	0.181223629	0.142705603	0.333311387	0.653466528	0.203160687
chr10	94080000	94220000	0.887306723	15	1.129958635	0.321648222	0.379305954	0.248460648	0.268848365	0.077110035	0.153268762
chr10	94220000	94370000	1.087590723	16	1.138328699	0.520668059	0.72181052	0.140062907	0.325925	1.391918158	0.375839132
chr10	94370000	94840000	0.899525855	48	0.626864365	0.434139555	0.463329484	0.428665028	0.359879761	0.24960403	0.45927283
chr10	94840000	95110000	1.080774678	28	0.54560417	0.405658965	0.002923339	0.655535512	0.419554914	0.098894075	0.250175058
chr10	95110000	95290000	1.068897753	19	0.613804691	0.405224641	0.409902963	0.407415688	0.431924463	0.519991428	0.235874496
chr10	95290000	95440000	0.871443941	16	0.412923156	0.451871079	0.067628269	0.602534769	0.372121479	0.086899181	0.48979144
chr10	95440000	96390000	0.916661131	96	0.478415235	0.365134215	0.460547502	0.414451287	0.317133452	0.402500565	0.182623568
chr10	96390000	96870000	0.767398699	49	0.132526013	0.180787521	0.013441004	0.207699417	0.148111152	0.055388657	0.136272208
chr10	96870000	97140000	1.066163111	28	0.306902345	0.591549797	0.603987249	0.296202216	0.429918969	0.84240738	0.199529588
chr10	97140000	97200000	1.240587907	7	0.334802559	0.641062776	0.002516614	0.875393167	0.565843766	0.131114403	0.316929858
chr10	97200000	97400000	0.962305005	21	0.531499062	0.46437962	0.412633107	0.764069583	0.477092251	0.161931073	0.260208061
chr10	97400000	97640000	1.252566643	25	0.404553092	0.419231602	2.289603558	0.183749981	0.467124035	1.380050869	0.221036955
chr10	97640000	97770000	1.060153351	14	0.289732983	0.288658661	0.391113422	0.173808106	0.291917478	0.35513525	0.14510136
chr10	97770000	97960000	1.116816186	20	0.37445023	0.375256259	0.799307767	0.230540485	0.381788594	0.878864427	0.273421281
chr10	97960000	98110000	1.173690103	16	0.239941834	0.562884388	0.927028914	0.392440409	0.502759065	1.710420883	0.125754512
chr10	98110000	98280000	1.079620565	18	0.270796187	0.934001792	0.05987387	0.891910019	0.55204125	0.214827206	0.471489646
chr10	98280000	98370000	1.012307787	10	0.316202416	0.291865979	2.363710201	0.157460658	0.349292508	1.18034864	0.142101242
chr10	98370000	98520000	1.167487476	16	0.602644605	0.566011524	1.931569526	0.238503346	0.576395749	1.744491487	0.208573422
chr10	98520000	98600000	1.254445844	9	1.182271535	0.510113977	0.200328157	0.265095478	0.431719356	1.181465186	0.186953006
chr10	98600000	98800000	1.211944913	21	0.54823919	0.515977356	0.768745362	0.247257278	0.505624257	0.144130139	0.112019189
chr10	98800000	98990000	1.064231269	20	0.383260824	0.761622078	0.180004095	0.934158389	0.606891803	0.145973699	0.789098316
chr10	98990000	99160000	0.976149943	18	1.112726151	0.342145413	0.283421824	0.256496999	0.43583728	0.821139837	0.614049729
chr10	99160000	99410000	1.114848566	26	0.907314934	0.682966391	1.529158445	0.430495236	0.69736994	1.641820296	0.617784301
chr10	99410000	99530000	0.943899162	13	0.80213113	0.8580078	0.361934783	0.377410073	0.671584479	0.984793581	0.573068194
chr10	99530000	99660000	0.961599177	14	0.354118091	0.461853857	0.002903785	1.131277324	0.627235179	0.120586969	0.766830163
chr10	99660000	100020000	0.859549227	37	0.202276546	0.456040593	0.187087338	0.779320143	0.443831206	0.253455944	0.446991496
chr10	100020000	100220000	1.020343907	21	0.213436631	0.533567493	0.207998109	0.661499931	0.651256766	0.618438885	0.329952979
chr10	100220000	100450000	0.954122525	24	0.272936868	0.337526689	0.001074286	0.578233452	0.309546048	0.099864985	0.211537243
chr10	100450000	100520000	0	8	0.203272982	0.268040185	0.004412245	0.195370766	0.174291636	0.061523964	0.098109449
chr10	100520000	101370000	0.779804119	86	0.320031857	0.307654948	0.035464064	0.470205635	0.282337559	0.176996	0.364695266
chr10	101370000	101510000	1.137186333	15	0.496225221	0.512626854	0.6636506	0.191831441	0.431969542	1.695190284	0.427539178
chr10	101510000	101820000	1.150073599	32	0.847806479	0.394170385	0.510045977	0.259900662	0.4205321	0.503834956	0.162953114
chr10	101820000	101920000	1.053818147	11	0.761675821	0.316622469	0.106795927	0.488568488	0.376842103	0.093598457	0.170012774
chr10	101920000	102040000	1.151453034	13	0.634729851	0.359620582	1.181664448	0.164342679	0.427538322	1.864312824	0.350250734
chr10	102040000	102200000	1.194070917	17	0.884088006	0.536499183	1.329887266	0.458962031	0.501085074	1.392851271	0.508206947
chr10	102200000	102310000	1.084986305	12	0.639168521	0.690812659	0.740133962	0.37748515	0.552051375	1.021596098	0.435923076
chr10	102310000	102530000	0.88291045	23	0.369043729	0.523439839	0.078805361	1.380658692	0.717766615	0.125546173	1.326221733
chr10	102530000	102650000	0.924282412	13	0.272027079	0.453434646	0.000686349	1.447702096	0.653219485	0.115323252	0.957402877
chr10	102650000	102940000	1.091183787	30	0.620539225	1.099889035	0.342843232	0.8208306	0.783042082	1.425856757	1.32637961
chr10	102940000	103080000	0.959090982	15	0.62177618	0.923063387	0.001176599	1.30459537	0.706876462	0.128380005	1.655651461
chr10	103080000	103220000	1.05272303	15	0.759284374	0.323323473	1.04996712	0.25978649	0.340360949	0.363401546	0.239169035
chr10	103220000	103340000	1.05347581	13	0.599854584	0.564838848	0.310344206	0.198202227	0.449973907	0.166524862	0.257410125
chr10	103340000	103560000	1.116689784	23	0.627754797	0.599130732	0.947349009	0.421630191	0.607765981	1.014026786	0.479210154
chr10	103560000	103790000	1.228053304	24	0.80789313	0.589397059	0.464688214	0.18484512	0.530238782	1.05257694	0.365877152
chr10	103790000	103900000	1.191586133	12	1.225072998	0.795287413	0.594627943	0.28559139	0.817526226	3.382699394	0.759743719
chr10	103900000	104140000	1.092769538	25	0.868394136	0.576565606	0.960774414	0.3101039	0.535487883	0.758693014	0.491037793
chr10	104140000	104240000	1.272877933	11	0.870486652	1.092933854	0.984773756	0.412260631	1.239088037	3.856486118	1.691886551
chr10	104240000	104390000	1.151200425	16	0.881646738	0.667643427	0.36225508	0.225289864	0.58242906	0.797788075	0.235840581
chr10	104390000	104480000	1.221597842	10	0.790506041	0.651486561	0.389922576	0.230134807	0.853877555	4.027859979	1.181576912
chr10	104480000	104580000	1.181639072	11	1.037887932	0.523013411	0.490671005	0.220004471	0.494946054	0.740174301	0.151393781
chr10	104580000	104680000	1.126821292	11	1.079738251	0.675461266	0.1128358	0.341898841	0.437162588	0.793002878	0.625415036
chr10	104680000	104830000	1.089381265	16	0.931867121	0.342421336	0.088859336	0.19555953	0.287579397	0.200595466	0.101946619
chr10	104830000	105090000	1.079529115	27	0.991530654	0.313014235	0.452383282	0.244703518	0.336701265	0.337025119	0.273532499
chr10	105090000	105280000	1.149153126	20	0.986786488	0.603619443	0.880874945	0.359371932	0.665544193	1.51202157	0.53881021
chr10	105280000	105350000	1.138546355	8	0.502203838	0.549482379	0.008922539	0.884831368	0.770842899	0.172267099	0.538511866
chr10	105350000	105460000	0.958376684	12	0.350020857	0.957329888	0.391967758	0.283789552	1.194946646	0.880128268	0.28386334
chr10	105460000	105640000	1.073355099	19	0.376652878	0.476888162	0.006977883	0.929898779	0.636737271	0.131752429	0.546869337
chr10	105640000	105780000	1.080579582	15	0.39458873	0.457343566	0.584671423	0.275359522	0.434457877	1.014735244	0.163297728
chr10	105780000	105900000	0.985765729	13	0.230176759	0.486660461	0.236390085	0.558269605	0.4635741	0.469906364	0.24749017
chr10	105900000	106000000	0.95063158	11	0.301322303	0.33303993	0.002470857	0.65604937	0.362187974	0.305486988	0.2481515
chr10	106000000	106150000	1.204249232	16	0.318062431	0.903742157	0.377034465	0.515325789	0.642181555	1.577583809	0.528250344
chr10	106150000	107330000	0.677705796	119	0.141156163	0.303106883	0.001622809	0.489794655	0.303364157	0.086863495	0.222765726
chr10	107330000	107700000	0.793179593	38	0.183236535	0.255453163	0.006882041	0.298910385	0.217360884	0.084426398	0.182890155
chr10	107700000	108360000	0.663787675	67	0.171205854	0.297433228	0.000883935	0.332589342	0.221883092	0.078912252	0.159366743
chr10	108360000	108460000	0.932651715	11	0.251101919	0.459688917	0.002745397	0.620372969	0.283085969	0.10508293	0.191378832
chr10	108460000	108550000	0.948569638	10	0.418503198	0.560278442	0.001677742	0.497707813	0.29455515	0.084857497	0.221121741
chr10	108550000	108770000	1.107331765	23	0.479376391	0.286772539	0.004398874	0.212166474	0.308710901	0.098140044	0.129722494
chr10	108770000	109150000	0.658584389	39	0.19383306	0.272801425	0.005093433	0.438913615	0.243697392	0.092026897	0.172615257
chr10	109150000	109590000	0.954428383	45	0.123648672	0.257455644	0.044285119	0.208562797	0.251714015	0.126459711	0.104610439
chr10	109590000	109970000	0.960979772	39	0.132158905	0.275887414	0.105571336	0.170297439	0.2292585	0.165164859	0.124180171
chr10	109970000	110300000	0.762436042	34	0.111600853	0.247327989	0.004970832	0.225229803	0.200288016	0.08056532	0.151134799
chr10	110300000	111620000	0.8248171	133	0.146476119	0.254790471	0.003478542	0.294375352	0.232967493	0.113974697	0.179507259
chr10	111620000	111880000	1.123742105	27	0.3895299	0.513271181	0.446866091	0.356001691	0.447255325	0.626566358	0.198516504
chr10	111880000	112060000	1.103389919	19	0.423153234	0.497735732	0.412457707	0.818134746	0.486409382	0.419502287	0.515328966
chr10	112060000	112350000	1.266920623	30	0.502203838	0.526491001	0.386035894	0.349929448	0.683493761	1.573372835	0.398061235
chr10	112350000	112490000	1.147109866	15	0.406545964	0.748837267	0.471031615	0.690876332	0.45798887	0.205079879	0.253994463
chr10	112490000	112670000	1.267183431	19	0.237151812	0.484706001	1.030324461	0.382089848	0.642985155	0.803275101	0.169571888
chr10	112670000	112820000	1.059996221	16	0.245521876	0.25642511	1.052905348	0.123546055	0.313403986	0.872054335	0.131655613
chr10	112820000	113150000	0.707186068	34	0.119210002	0.36743842	0.000894334	0.71232679	0.375332054	0.098488058	0.320028399
chr10	113150000	113880000	0.718107064	74	0.138736677	0.302646743	0.002463335	0.385544057	0.276359313	0.080312652	0.162189703
chr10	113880000	114080000	0.991055154	21	0.188326439	0.635590289	0.115752784	0.57329994	0.421088485	0.380136065	0.300803571
chr10	114080000	114240000	1.023200458	17	0.481278678	0.39724393	0.706768034	0.30040025	0.4365236	1.07164491	0.269364943
chr10	114240000	115420000	0.870678871	119	0.302173496	0.351603984	0.165712603	0.580581353	0.391453874	0.101413738	0.24475259
chr10	115420000	115570000	1.065418755	16	0.306902345	0.547248711	0.26250567	0.438687595	0.398981072	0.650404002	0.278572697
chr10	115570000	115890000	1.11837256	33	0.347880784	0.375989181	0.441365398	0.473207816	0.398101477	0.596295385	0.288251012
chr10	115890000	116040000	0.95278525	16	0.496623795	0.287696465	0.125693407	0.58007185	0.413975995	0.501871481	0.419588679
chr10	116040000	116210000	0.919164276	18	0.320031857	0.488384984	0.249629222	0.723438127	0.547519608	0.191858259	0.571138067
chr10	116210000	116320000	1.138086025	12	0.426112347	0.520241632	0.227431149	0.491901889	0.439417335	0.191581895	0.195069333
chr10	116320000	116570000	0.760649241	26	0.488811735	0.30395757	0.01474278	0.673094761	0.324056945	0.08567417	0.334165144
chr10	116570000	116900000	0.979830307	34	0.355093623	0.335456353	0.281985507	0.328835512	0.339990485	0.441804206	0.205613621
chr10	116900000	118550000	0.664985417	166	0.193779663	0.295372161	0.002524933	0.396764821	0.261389917	0.0728046	0.331886098
chr10	118550000	118950000	0.915432549	41	0.405948102	0.395191748	0.057773439	0.568592637	0.359120831	0.169683092	0.669368069
chr10	118950000	119260000	0.908691047	32	0.391502992	0.534891482	0.233668674	0.590131145	0.438561186	0.545327246	0.433622667
chr10	119260000	119850000	0.913430161	60	0.164563969	0.356175432	0.073532423	0.743594285	0.420722983	0.184919485	0.543722198
chr10	119850000	120020000	0.872920247	18	0.137859877	0.411126343	0.005975275	0.596355523	0.291345205	0.087484664	0.219226526
chr10	120020000	120540000	0.884463359	53	0.231786387	0.363078472	0.228448674	0.535908328	0.370081572	0.345748901	0.353772611
chr10	120540000	120780000	0.873548061	25	0.449890938	0.356688892	0.009637486	0.732935317	0.385459766	0.096421723	0.371616792
chr10	120780000	120960000	1.080176601	19	1.139258706	0.465161404	2.954771208	0.260415703	0.514282941	1.562526388	0.51295496
chr10	120960000	121080000	1.213179336	13	0.509178891	0.695787647	0.187487709	0.321252775	0.833745482	0.96948095	0.411550971
chr10	121080000	121190000	1.014838647	12	0.273929366	0.505316667	0.236790456	0.332439189	0.815323116	0.132593464	0.111269989
chr10	121190000	121350000	1.11733444	17	0.690530277	0.744649139	0.715819263	0.30040025	0.57975162	0.872819967	0.344909219
chr10	121350000	121420000	1.139689036	8	0.813091928	0.569585393	0.267382018	0.37092131	0.475380168	2.726742077	0.75348057
chr10	121420000	121700000	1.03988505	29	0.693519586	0.44896731	1.020061907	0.201741552	0.451335279	1.02068256	0.252577327
chr10	121700000	122700000	0.883851949	101	0.200881535	0.335854352	0.4754066	0.525731406	0.320016646	0.176573776	0.264755979
chr10	122700000	123490000	0.866612888	80	0.282886972	0.338443145	0.001711529	0.652311125	0.378233078	0.093838323	0.43106891
chr10	123490000	123760000	0.999751228	28	0.626204785	0.364832474	0.374085705	0.205176009	0.335604663	0.524670287	0.269845397
chr10	123760000	124020000	0	27	0.576246711	0.364431559	0.00108232	0.906775186	0.473950832	0.089667233	0.872956077
chr10	124020000	124220000	0.997045694	21	0.313877399	0.494869192	0.006451682	0.725420149	0.3968732	0.113696285	0.435409736
chr10	124220000	124340000	0.891268125	13	0.202276546	0.4944783	0.000171587	0.992662818	0.526368496	0.11962993	0.93120402
chr10	124340000	124490000	0.834619185	16	0.094860725	0.386201233	0.000732106	0.698332511	0.383127854	0.077711602	0.444617489
chr10	124490000	124780000	0.906883079	30	0.184718653	0.391431098	0.217241339	0.413149124	0.415494115	0.737382386	0.349329783
chr10	124780000	124900000	0.901658581	13	0.362702772	0.652789534	0.362163567	0.740780822	0.508003502	0.359846829	0.887454474
chr10	124900000	125160000	1.032380168	27	0.157743513	0.442008574	0.791730139	0.38878129	0.565062174	0.773655958	0.431899598
chr10	125160000	125330000	1.043166524	18	0.157554145	0.520116212	0.093949086	0.427300682	0.677800808	0.128355878	0.153153339
chr10	125330000	125740000	0.98389991	42	0.198023465	0.499388284	0.011366611	0.965631579	0.50821669	0.112463805	0.552986333
chr10	126100000	126190000	1.125870641	10	0.95790732	0.330955173	0.055441759	0.621033643	0.526799747	0.396214327	0.912975043
chr10	126190000	126520000	1.148880291	34	0.459085327	0.566437952	0.341281914	0.367875345	0.780486426	0.690286445	0.717566566
chr10	126520000	126710000	1.001734439	20	0.907491146	0.306130106	0.295744235	0.426656372	0.377304466	0.443663335	0.444510391
chr10	126710000	127390000	0.815274894	69	0.281874213	0.369047975	0.003209692	0.677385257	0.391751271	0.097111355	0.566918719
chr10	129800000	130670000	0.785198026	88	0.168363356	0.441573098	0.347134887	0.623425739	0.465111589	0.308892729	0.622317133
chr10	130670000	132000000	0.899427197	134	0.167401279	0.289906621	0.093611831	0.384631539	0.456168172	0.227876127	0.644561869
chr10	133850000	134180000	0.926830051	34	0.248565536	0.388759799	0.023398266	0.479289021	0.737479867	0.362108922	1.866246532
chr10	134180000	134270000	1.169331873	10	0.08370064	0.721847109	0.008770017	0.541752753	0.989648083	0.198426177	1.687240281
chr10	134270000	134480000	1.12783906	22	0.259073408	0.55506655	0.060398725	0.443595459	0.737611005	0.568754866	0.966123717
chr10	134480000	135050000	0.803494477	58	0.098384962	0.295432011	0.026382298	0.321296241	0.741229625	0.091775045	2.415810358
chr10	135050000	135240000	1.141775905	20	0.405287308	0.70237109	0.591596841	0.403185056	1.071467358	1.879222491	1.766956918
chr11	190000	390000	1.26287744	21	0.44361339	0.99325641	1.485396824	0.46825276	1.034346753	2.306656452	1.749880136
chr11	390000	530000	1.199658339	15	0.597861712	0.660048956	0.321407501	0.237842672	1.104063408	1.579525232	1.220481548
chr11	530000	830000	1.201479993	31	0.884436759	0.762239276	1.044348862	0.299285362	1.190594355	3.178136564	1.693514441
chr11	1840000	2030000	1.146326755	20	0.202643654	1.134409546	0.574727101	0.582088644	1.109592408	1.138473967	2.492278355
chr11	2030000	2190000	0.990899472	17	0.146476119	0.628847403	0.000257381	0.712908634	0.816200918	0.090081337	2.374303177
chr11	2190000	2310000	0.989486456	13	0.209251599	0.533567493	0.000571958	0.67388757	0.607275445	0.10288174	2.1322817
chr11	2310000	2450000	1.137453528	15	0.149465428	0.986722931	0.221788824	0.587528029	0.930772515	1.883453613	1.914878428
chr11	2450000	2570000	0.98686421	13	0.202276546	0.719241163	0.00040037	0.57891567	0.593580587	0.094268385	1.845111708
chr11	2570000	2910000	0.996979713	35	0.115703825	0.37387664	0.146838344	0.647071975	0.723741136	0.301974091	1.397950641
chr11	2910000	3140000	1.105681948	24	0.509482154	0.742354773	0.733259619	0.358487505	0.813328043	1.147199013	0.903611725
chr11	3140000	3230000	0	10	0.158101208	0.32574328	0.000686349	0.968988663	0.591845063	0.10144618	2.746047147
chr11	3230000	3460000	1.061323957	24	0.338441717	0.21923939	0.205546649	0.200787473	0.300128947	0.238926976	0.724322631
chr11	3460000	3660000	1.019036964	21	0.573349382	0.171210668	0.009197079	0.184328071	0.173407196	0.030720966	0.465322217
chr11	3660000	3850000	1.029254426	20	1.030839457	0.512274169	1.001564024	0.239407426	0.430555974	0.664588334	0.365953983
chr11	3850000	3990000	1.27795739	15	0.681562351	0.581312151	0.449803816	0.210235933	0.618756947	2.452755359	0.337932547
chr11	3990000	4410000	0.812809402	43	0.378645751	0.284792697	0.566025605	0.170831443	0.247454094	0.282189914	0.248325917
chr11	4410000	4630000	0.989175126	23	0.076091491	0.356067018	0.064267238	0.490100051	0.360174193	0.369852241	0.314941242
chr11	4630000	5130000	0.836673144	51	0.138943062	0.300205007	0.001180521	0.405521755	0.241433405	0.082458518	0.216407643
chr11	5130000	5420000	0.91626445	30	0.129880303	0.331584194	0.003668418	0.34958772	0.217611795	0.065540701	0.155772244
chr11	5420000	5600000	0.934848686	19	0.106950817	0.300986791	0.042172342	0.489449387	0.292051788	0.088366641	0.173641613
chr11	5600000	5760000	1.060914229	17	0.439428358	0.410436533	1.970937369	0.219880595	0.40985176	1.098920534	0.148608563
chr11	5760000	5850000	0.980767498	10	0.148801137	0.377862205	0.022039434	0.274179747	0.182934694	0.125691179	0.11496974
chr11	5850000	6220000	0.827239154	38	0.099535896	0.216786555	0.004693144	0.365334915	0.233397633	0.074183489	0.224137371
chr11	6220000	6380000	1.021956975	17	0.292952239	0.688947038	0.078715668	0.589032242	0.503238701	0.488449003	0.378675221
chr11	6380000	6520000	1.156642893	15	0.382631495	0.644971695	0.513487212	0.569831401	0.840624466	1.197256336	0.496651834
chr11	6520000	6810000	1.062983999	30	0.230898316	0.642141098	0.874030138	0.324983306	0.640901076	1.455359972	0.283442334
chr11	6810000	7470000	0.910045759	67	0.143305641	0.324440307	0.021027242	0.418026514	0.285142206	0.106666395	0.213660578
chr11	7470000	7720000	1.125649845	26	0.177445356	0.602286296	0.482860352	0.327826483	0.543770432	0.717320199	0.235392911
chr11	7720000	8010000	0.882011697	30	0.204922256	0.248283775	0.011431263	0.373166951	0.240422776	0.218799016	0.203030175
chr11	8010000	8350000	0.922383422	35	0.209251599	0.72912843	0.279525783	0.771531314	0.583603647	0.25299619	0.535587819
chr11	8350000	8610000	1.028051428	27	0.225347876	0.368039792	0.402939745	0.186386325	0.371261242	0.101151707	0.15026678
chr11	8610000	8700000	1.00679857	10	0.418503198	0.487311947	0.515143165	0.256561771	0.424393343	0.667375501	0.085464231
chr11	8700000	9000000	1.09604302	31	0.563584307	0.437017185	1.652042397	0.514995452	0.583602905	1.208166586	0.414705008
chr11	9000000	9170000	0.994513212	18	0.403732497	0.607032184	0.185960245	0.68671242	0.471965867	0.105049152	0.270397337
chr11	9170000	9310000	1.162542805	15	1.118001401	0.34845224	0.838424508	0.193955036	0.35236987	0.452406214	0.151742615
chr11	9310000	9410000	1.062331581	11	1.548461833	0.229844459	0.168430081	0.24477975	0.425196943	1.468864129	0.541171722
chr11	9410000	9540000	1.197388706	14	1.30057917	0.295875127	1.17893665	0.128069131	0.2976265	0.779177339	0.243244351
chr11	9540000	9790000	1.18778418	26	0.806874166	0.472822886	0.886021841	0.360331648	0.478959043	1.078392038	0.498866927
chr11	9790000	9870000	0.937585816	9	0.502203838	0.319554158	0.072838803	0.483117927	0.337622428	0.093311345	0.114079487
chr11	9870000	10570000	1.000294466	71	0.382631495	0.403065428	0.239075018	0.46662467	0.324889996	0.188345361	0.849802247
chr11	10570000	10770000	0.996858576	21	0.263657015	0.500732571	0.002230635	0.872585302	0.465637796	0.110538055	0.232279572
chr11	10770000	10940000	1.147845146	18	0.546515941	0.547708584	3.323585184	0.286227333	0.399886885	1.826706804	0.413675607
chr11	10940000	11070000	1.014506995	14	0.225347876	0.629636704	0.001319902	0.684559998	0.363891942	0.120586969	0.33739588
chr11	11070000	11290000	1.086284762	23	0.11794181	0.488259564	0.002589408	0.604516791	0.400346541	0.103882281	0.185357489
chr11	11290000	11670000	0.956133265	39	0.092511233	0.307364502	0.170774505	0.325990504	0.546096997	0.34785865	0.216150608
chr11	11670000	11800000	0.88885464	14	0.154524258	0.294071011	0.001636679	0.79204659	0.27365443	0.09540947	0.132657392
chr11	11800000	12060000	1.074461322	27	0.196374578	0.553863805	0.594483953	0.454340488	0.336817776	0.438618536	0.225400171
chr11	12060000	12320000	1.089916575	27	0.270417451	0.573709088	0.014994089	0.740209084	0.530749782	0.135384271	0.340213382
chr11	12320000	12930000	0.938653708	62	0.28540546	0.327195775	0.000810117	0.701343452	0.3555366	0.10580777	0.348311777
chr11	12930000	13200000	0.96613731	28	0.223201706	0.37438761	0.00226241	0.620666602	0.323221089	0.114844733	0.310203506
chr11	13200000	13390000	1.049048774	20	0.185022467	0.617197794	0.114186824	0.511153111	0.467505186	0.618045995	0.245789989
chr11	13390000	13500000	1.04830231	12	0.281538515	0.379520535	0.595813455	0.203607742	0.316215248	0.631124007	0.195624296
chr11	13500000	13670000	0	18	0.192019114	0.230396306	0.004965938	0.234927933	0.167256203	0.064177939	0.196603641
chr11	13670000	13780000	1.005862551	12	0.289147664	0.266517229	1.130729022	0.230635318	0.317144685	0.72874203	0.219487685
chr11	13780000	14280000	0.846487345	51	0.169075292	0.348519251	0.002141409	0.58132713	0.312333642	0.087167152	0.213660578
chr11	14280000	14540000	1.072015987	27	0.65350884	0.331055402	1.152327422	0.253470155	0.378863563	0.645339055	0.194055459
chr11	14540000	14700000	1.016356892	17	0.303414819	0.301964021	0.180552722	0.398262599	0.328013939	0.539770243	0.373715244
chr11	14700000	14930000	0.957768054	24	0.174679596	0.357921051	0.137210147	0.283946233	0.258426993	0.112847433	0.330974834
chr11	14930000	15090000	0.964658655	17	0.125550959	0.419231602	0.01565734	0.467013996	0.268777367	0.078596864	0.38592442
chr11	15090000	15270000	1.02252649	19	0.125550959	0.585034932	0.000457566	0.608921285	0.416925333	0.09028072	0.293189794
chr11	15270000	16640000	0.867498609	138	0.120968808	0.325267743	0.001257472	0.435683215	0.290351812	0.080223656	0.211499465
chr11	16640000	16760000	0.834637168	13	0.369677825	0.250170839	0.012468676	0.248578626	0.192832437	0.195236045	0.173472041
chr11	16760000	16950000	1.028714131	20	0.392071417	0.578931531	0.635920546	0.698402056	0.586404322	0.49897014	0.413826804
chr11	16950000	17090000	1.026914447	15	0.532096923	0.557858635	1.281462882	0.540101067	0.443735038	0.125508886	0.329211707
chr11	17090000	17240000	1.039803945	16	0.998827633	0.218899484	1.902468322	0.133456166	0.344529811	1.151509851	0.316421142
chr11	17240000	17390000	1.061122744	16	0.99324759	0.358057014	0.17126699	0.416224676	0.323299626	0.325393409	0.367089222
chr11	17390000	17580000	0.851750915	20	0.176211873	0.727059002	0.002673149	1.155831932	0.712976299	0.138115902	0.658813558
chr11	17580000	17750000	0.844725907	18	0.128012743	0.453894519	8.07E-05	0.984598708	0.51176968	0.103022481	0.813705665
chr11	17750000	18010000	0.996225208	27	0.128770215	0.651286103	0.176365333	0.393355188	0.518530726	0.107556509	0.26543218
chr11	18010000	18130000	1.073598944	13	0.390602985	0.506205058	0.388073247	0.231235931	0.405765391	0.877605164	0.276232605
chr11	18130000	18240000	0.950977781	12	0.228274472	0.447748945	0.004929235	0.457666959	0.270535122	0.079869291	0.236969005
chr11	18240000	18430000	1.19378923	20	0.810574615	0.359209116	2.739147198	0.196115887	0.47430113	1.604199579	0.391336217
chr11	18430000	18530000	0.883676962	11	1.021147804	0.323658523	0.225465695	0.198202227	0.291567946	0.075797523	0.135521853
chr11	18530000	19080000	0.970033108	56	0.427634177	0.475893165	0.169665509	0.487577477	0.364890227	0.444657923	0.372657346
chr11	19080000	19290000	0.985080671	22	0.239144685	0.591922075	0.397461523	0.366674119	0.472423016	0.809108484	0.328194276
chr11	19290000	19580000	1.093977747	30	0.080814411	0.477157743	0.035287813	0.649624884	0.50460971	0.142763883	0.249446094
chr11	19580000	19770000	0.951246426	20	0.09691653	0.438210434	0.018531427	0.928942541	0.448432696	0.153529274	0.495274859
